app_name,concurrency,total,max,min,mean,rps
fastapi,200,34.71053433418274,0.23852181434631348,0.07833385467529297,0.1735526716709137,5.761939533239658
fastapi,400,80.6127233505249,0.3846127986907959,0.050280094146728516,0.20153180837631227,4.961995865847341
fastapi,600,183.0087502002716,0.524885892868042,0.10357499122619629,0.30501458366711937,3.278531760603814
fastapi,800,299.8500952720642,0.6972970962524414,0.08044981956481934,0.37481261909008023,2.6679998192901446
fastapi,1000,514.3857765197754,0.9017601013183594,0.13340520858764648,0.5143857765197754,1.9440661963201764
fastapi,1200,713.1582179069519,1.1081690788269043,0.11856722831726074,0.5942985149224599,1.6826560640665125
fastapi,1400,1035.3040504455566,1.3217151165008545,0.1973109245300293,0.7395028931753976,1.3522597534487493
fastapi,1600,1462.599951505661,1.6238212585449219,0.20385003089904785,0.9141249696910382,1.093942330814994
fastapi,1800,1705.5139474868774,1.7391698360443115,0.2253110408782959,0.9475077486038208,1.0554003399692804
fastapi,2000,2205.7975718975067,1.9148578643798828,0.27338290214538574,1.1028987859487533,0.9067015148989976
django,200,40.7005512714386,0.298872709274292,0.10687088966369629,0.203502756357193,4.913938355924652
django,400,127.83133864402771,0.5552403926849365,0.08040785789489746,0.3195783466100693,3.129123141813301
django,600,253.05421471595764,0.7479801177978516,0.09498190879821777,0.4217570245265961,2.3710334193543225
django,800,434.43074798583984,1.0017051696777344,0.0866081714630127,0.5430384349822998,1.841490280577644
django,1000,724.6464111804962,1.3129298686981201,0.13429498672485352,0.7246464111804962,1.3799833747481545
django,1200,982.5223689079285,1.558345079421997,0.12083697319030762,0.818768640756607,1.2213462390009475
django,1400,1393.9808597564697,1.9538257122039795,0.16660213470458984,0.9957006141117641,1.0043179504233521
django,1600,1931.4658508300781,2.228179931640625,0.19939613342285156,1.2071661567687988,0.8283863777929983
django,1800,2397.3878920078278,2.4585649967193604,0.2242729663848877,1.331882162226571,0.7508171731410925
django,2000,3628.7777321338654,4.1266138553619385,0.2414720058441162,1.8143888660669327,0.5511497665700017
